Order Number,Toothbrush Type,Order Date,Customer Age,Order Quantity,Delivery Postcode,Billing Postcode,is_first,Dispatch Status,Dispatched Date,Delivery Status,Delivery Date
BRU00000823,Toothbrush 2000,2022-09-07 12:52:20.994656000,67,9,HR9 6RW,HR9   6RW,1,Dispatched,2022-09-07 20:11:16.895960000,Delivered,2022-09-09 03:29:24.347783600
BRU00004417,Toothbrush 2000,2022-03-10 16:44:47.934269200,71,5,B74 3HN,B74   3HN,1,Dispatched,2022-03-11 00:23:19.451879200,Delivered,2022-03-12 01:56:25.452470800
BRU00005117,Toothbrush 2000,2022-04-02 00:01:54.563832000,69,4,E16 2ZD,E16   2ZD,1,Dispatched,2022-04-02 06:39:06.027270000,Delivered,2022-04-03 13:13:37.136991600
BRU00000192,Toothbrush 2000,2022-05-07 05:31:33.822548399,60,7,CV1 4BQ,CV1   4BQ,1,Dispatched,2022-05-07 12:51:15.476029199,Delivered,2022-05-08 16:35:33.692215199
BRU00005603,Toothbrush 2000,2022-10-17 10:04:54.227070800,64,8,DL16 7FD,DL16   7FD,1,Dispatched,2022-10-17 16:30:46.218297200,Delivered,2022-10-18 22:19:03.232959200
BRU00003985,Toothbrush 2000,2022-02-22 23:18:56.263241600,69,4,CB23 1JZ,CB23   1JZ,1,Dispatched,2022-02-23 06:56:08.997908000,Delivered,2022-02-24 12:22:10.872362000
BRU00000809,Toothbrush 2000,2021-01-15 21:11:47.737742800,78,9,DD10 8AQ,DD10   8AQ,1,Dispatched,2021-01-16 03:55:17.774182000,Delivered,2021-01-17 11:34:09.572024800
BRU00002949,Toothbrush 2000,2022-01-18 20:39:25.224147200,68,2,G15 8AB,G15   8AB,1,Dispatched,2022-01-19 03:32:41.501614400,Delivered,2022-01-20 06:31:50.942667200
BRU00002869,Toothbrush 4000,2021-01-09 17:43:16.274762400,29,5,BA5 3EW,BA5   3EW,1,Dispatched,2021-01-10 00:50:48.465042000,Delivered,2021-01-11 05:36:00.929973600
BRU00004632,Toothbrush 2000,2022-08-23 08:12:51.500272400,73,3,DE75 7UN,DE75   7UN,1,Dispatched,2022-08-23 14:58:59.096896400,Delivered,2022-08-24 19:31:40.102601600
BRU00004840,Toothbrush 2000,2021-09-21 10:16:44.261959600,63,3,CV3 6RQ,CV3   6RQ,1,Dispatched,2021-09-21 17:03:36.532402000,Delivered,2021-09-22 13:52:01.402811200
BRU00004113,Toothbrush 2000,2021-08-30 03:07:26.398370400,77,1,CB7 5GX,CB7   5GX,1,Dispatched,2021-08-30 10:24:04.964181600,Delivered,2021-08-31 18:13:43.637258400
BRU00001758,Toothbrush 4000,2021-01-27 23:03:25.068132400,17,4,DG5 4DA,DG5   4DA,1,Dispatched,2021-01-28 06:18:30.747143199,Delivered,2021-01-29 01:52:50.661123999
BRU00004995,Toothbrush 4000,2022-05-17 04:43:23.725508400,2,3,DN2 4HF,DN2   4HF,1,Dispatched,2022-05-17 11:01:11.215065600,Delivered,2022-05-18 18:38:07.578354000
BRU00000012,Toothbrush 4000,2021-04-16 04:58:38.838638800,45,1,DY6 7LZ,DY6   7LZ,1,Dispatched,2021-04-16 11:53:10.594062400,Delivered,2021-04-17 16:21:00.667157200
BRU00004144,Toothbrush 4000,2022-12-03 02:54:14.222463200,23,8,EH2 3DW,EH2   3DW,1,Dispatched,2022-12-03 09:56:56.080036400,Delivered,2022-12-04 17:10:18.658121600
BRU00005157,Toothbrush 4000,2021-03-02 18:05:59.350643200,19,7,GL1 3QN,GL1   3QN,1,Dispatched,2021-03-03 01:26:07.572685600,Delivered,2021-03-04 04:59:50.672065599
BRU00002221,Toothbrush 2000,2022-06-26 13:03:53.413382000,60,3,GU8 5JW,GU8   5JW,1,Dispatched,2022-06-26 20:47:36.757052000,Delivered,2022-06-27 22:14:08.403966800
BRU00003222,Toothbrush 2000,2022-01-20 15:07:50.590130000,83,3,CH5 2HZ,CH5   2HZ,1,Dispatched,2022-01-20 22:46:00.499316000,Delivered,2022-01-22 09:34:39.881642000
BRU00003844,Toothbrush 4000,2022-02-24 07:32:40.724812000,20,2,EH16 5NS,EH16   5NS,1,Dispatched,2022-02-24 14:31:47.417689600,Delivered,2022-02-25 17:23:12.990538000
BRU00001884,Toothbrush 4000,2021-11-02 02:57:06.000076400,38,7,G41 5HJ,G41   5HJ,1,Dispatched,2021-11-02 09:45:04.930894400,Delivered,2021-11-03 11:16:18.695931200
BRU00000648,Toothbrush 2000,2022-03-28 19:44:35.317074000,58,1,CM16 7RN,CM16   7RN,1,Dispatched,2022-03-29 03:03:48.097075200,Delivered,2022-03-30 12:52:10.035698400
BRU00000131,Toothbrush 4000,2021-08-27 14:22:31.255393200,8,9,G73 2NH,G73   2NH,1,Dispatched,2021-08-27 20:48:49.449147600,Delivered,2021-08-28 23:52:06.765579600
BRU00004739,Toothbrush 4000,2021-02-07 07:14:14.314692000,28,9,BH21 1XH,BH21   1XH,1,Dispatched,2021-02-07 14:16:48.263335200,Delivered,2021-02-08 19:57:21.392372400
BRU00004162,Toothbrush 2000,2022-02-09 14:26:37.646635600,79,9,GU21 5BS,GU21   5BS,1,Dispatched,2022-02-09 21:15:30.311233600,Delivered,2022-02-11 07:59:09.464863600
BRU00000559,Toothbrush 4000,2021-10-04 03:39:51.389778800,26,1,CR3 0DL,CR3   0DL,1,Dispatched,2021-10-04 11:05:25.212431600,Delivered,2021-10-05 20:04:04.833356000
BRU00002297,Toothbrush 4000,2022-10-12 23:57:06.077564000,44,7,BA12 9BN,BA12   9BN,1,Dispatched,2022-10-13 06:12:48.181605200,Delivered,2022-10-14 05:20:47.590170800
BRU00000009,Toothbrush 4000,2022-10-07 17:39:53.042400000,30,4,BH19 3JX,BH19   3JX,1,Dispatched,2022-10-08 01:30:27.935164800,Delivered,2022-10-09 02:21:01.115330400
BRU00004149,Toothbrush 4000,2021-10-09 04:00:55.515542800,20,4,GU51 5AE,GU51   5AE,1,Dispatched,2021-10-09 11:42:55.343866000,Delivered,2021-10-10 11:31:38.326357600
BRU00000527,Toothbrush 2000,2022-11-26 00:51:52.242544400,113,5,B14 7ND,B14   7ND,1,Dispatched,2022-11-26 08:36:18.211290800,Delivered,2022-11-27 14:42:22.668436400
BRU00003525,Toothbrush 4000,2021-07-28 03:14:41.077375600,25,1,DN5 7UT,DN5   7UT,1,Dispatched,2021-07-28 09:56:59.450324800,Delivered,2021-07-29 07:24:16.722419200
BRU00004898,Toothbrush 4000,2021-08-09 03:32:43.478196800,32,7,GU34 3JB,GU34   3JB,1,Dispatched,2021-08-09 11:19:44.138957600,Delivered,2021-08-10 20:04:07.705024400
BRU00004514,Toothbrush 4000,2022-11-19 22:59:17.641815600,24,5,B12 8BP,B12   8BP,1,Dispatched,2022-11-20 06:37:46.859148000,Delivered,2022-11-21 06:32:19.260544800
BRU00000693,Toothbrush 2000,2021-02-01 00:10:50.410821200,71,4,CT15 5LP,CT15   5LP,1,Dispatched,2021-02-01 07:21:15.088455200,Delivered,2021-02-02 02:19:05.186048000
BRU00003719,Toothbrush 4000,2022-04-08 18:42:54.344535200,32,3,CF10 5GT,CF10   5GT,1,Dispatched,2022-04-09 02:04:01.380911600,Delivered,2022-04-10 14:30:43.662204800
BRU00000839,Toothbrush 2000,2021-11-16 18:32:17.541116400,60,7,CB11 3QQ,CB11   3QQ,1,Dispatched,2021-11-17 01:58:54.005846400,Delivered,2021-11-18 08:08:46.856506800
BRU00001283,Toothbrush 2000,2022-03-29 14:45:46.689746000,101,2,CM3 6NZ,CM3   6NZ,1,Dispatched,2022-03-29 21:27:32.152175600,Delivered,2022-03-30 20:07:01.791825200
BRU00003185,Toothbrush 4000,2021-09-09 13:39:50.032312400,23,2,DE4 3QW,DE4   3QW,1,Dispatched,2021-09-09 21:16:42.925722800,Delivered,2021-09-10 21:55:59.629384400
BRU00005214,Toothbrush 4000,2022-11-02 11:36:54.795558400,9,6,HU18 1EY,HU18   1EY,1,Dispatched,2022-11-02 18:10:21.151421200,Delivered,2022-11-03 17:41:53.900496400
BRU00003887,Toothbrush 2000,2022-11-09 17:31:17.274447600,81,5,DA4 9DB,DA4   9DB,1,Dispatched,2022-11-10 00:55:31.860513600,Delivered,2022-11-11 02:40:42.648320400
BRU00000441,Toothbrush 4000,2022-03-08 16:47:28.585632800,37,3,CT11 7JB,CT11   7JB,1,Dispatched,2022-03-08 23:41:51.534304400,Delivered,2022-03-09 23:46:56.505294800
BRU00004143,Toothbrush 4000,2022-11-18 00:39:07.550616000,25,1,CF36 5EH,CF36   5EH,1,Dispatched,2022-11-18 07:21:14.146399200,Delivered,2022-11-19 09:30:40.299211200
BRU00002797,Toothbrush 2000,2022-09-07 05:49:38.207721200,80,1,DN4 0DA,DN4   0DA,1,Dispatched,2022-09-07 12:19:49.103628800,Delivered,2022-09-08 22:04:07.416950000
BRU00001081,Toothbrush 2000,2021-01-23 13:10:01.023120000,81,5,BA2 0LF,BA2   0LF,1,Dispatched,2021-01-23 20:33:46.257450000,Delivered,2021-01-24 17:24:08.952392400
BRU00003679,Toothbrush 4000,2022-04-16 17:06:07.592958400,37,7,CW10 9HH,CW10   9HH,1,Dispatched,2022-04-17 00:02:37.182073600,Delivered,2022-04-17 21:12:55.482955600
BRU00002339,Toothbrush 2000,2021-05-15 20:56:25.823931200,62,6,B23 3JH,B23   3JH,1,Dispatched,2021-05-16 04:37:56.309093600,Delivered,2021-05-17 05:16:44.534094800
BRU00002118,Toothbrush 2000,2021-02-19 20:16:06.519530000,87,3,CR8 4LH,CR8   4LH,1,Dispatched,2021-02-20 02:54:21.161942000,Delivered,2021-02-20 21:53:47.990066000
BRU00004754,Toothbrush 2000,2021-07-20 05:29:18.083994400,93,9,AB12 5YQ,AB12   5YQ,1,Dispatched,2021-07-20 13:30:31.019976400,Delivered,2021-07-21 15:13:50.806560400
BRU00005086,Toothbrush 4000,2021-08-23 20:06:44.144346000,23,9,BB9 0BQ,BB9   0BQ,1,Dispatched,2021-08-24 03:53:48.850059600,Delivered,2021-08-25 02:47:15.508746000
BRU00003706,Toothbrush 2000,2022-08-02 02:39:42.816793600,53,2,BA22 7AA,BA22   7AA,1,Dispatched,2022-08-02 09:02:38.359582000,Delivered,2022-08-03 09:14:25.066222000
BRU00002170,Toothbrush 4000,2021-08-27 09:28:38.856931600,27,6,G76 8SP,G76   8SP,1,Dispatched,2021-08-27 17:05:55.988461600,Delivered,2021-08-28 17:13:18.068681200
BRU00002669,Toothbrush 4000,2021-10-22 23:26:57.868346800,25,4,GL2 0HW,GL2   0HW,1,Dispatched,2021-10-23 06:46:44.406196000,Delivered,2021-10-24 13:00:18.208303600
BRU00004048,Toothbrush 2000,2021-05-27 00:32:54.587430000,89,7,DE1 0YB,DE1   0YB,1,Dispatched,2021-05-27 07:47:11.074334400,Delivered,2021-05-28 14:58:11.953809600
BRU00004523,Toothbrush 4000,2022-02-04 03:10:30.397559200,38,3,EC4V 5DT,EC4V   5DT,1,Dispatched,2022-02-04 11:05:43.843510000,Delivered,2022-02-05 05:03:14.983218400
BRU00002733,Toothbrush 2000,2021-01-02 16:47:41.848099199,63,3,HG5 0PY,HG5   0PY,1,Dispatched,2021-01-02 23:55:52.516201199,Delivered,2021-01-03 20:28:45.191273999
BRU00002292,Toothbrush 4000,2022-08-18 17:30:01.369925200,19,8,DE4 3SX,DE4   3SX,1,Dispatched,2022-08-19 00:57:26.025295600,Delivered,2022-08-20 03:56:40.172765200
BRU00001466,Toothbrush 2000,2021-09-21 11:51:22.454081600,92,7,CH45 2LS,CH45   2LS,1,Dispatched,2021-09-21 18:05:35.742825200,Delivered,2021-09-22 21:00:41.691927200
BRU00000850,Toothbrush 2000,2021-10-28 18:45:54.468208800,73,1,G31 2NS,G31   2NS,1,Dispatched,2021-10-29 01:46:18.395443200,Delivered,2021-10-30 03:42:08.595385200
BRU00002722,Toothbrush 2000,2021-12-14 03:58:08.527295600,88,6,HU12 9JX,HU12   9JX,1,Dispatched,2021-12-14 11:28:56.455298000,Delivered,2021-12-15 09:22:39.178750400
BRU00001709,Toothbrush 4000,2021-11-18 11:45:35.942121200,23,2,CM12 9DF,CM12   9DF,1,Dispatched,2021-11-18 19:05:45.576735200,Delivered,2021-11-19 22:12:38.118198800
BRU00003559,Toothbrush 4000,2021-08-09 14:02:56.640304000,20,8,DN10 4DB,DN10   4DB,1,Dispatched,2021-08-09 21:33:14.399802400,Delivered,2021-08-11 08:33:53.122464400
BRU00005153,Toothbrush 4000,2022-02-10 04:01:53.216689999,30,1,EX16 4DQ,EX16   4DQ,1,Dispatched,2022-02-10 11:45:35.313211999,Delivered,2022-02-11 12:53:47.687256799
BRU00001029,Toothbrush 4000,2022-11-29 13:13:30.270507200,17,4,DG2 9BU,DG2   9BU,1,Dispatched,2022-11-29 20:17:03.119830400,Delivered,2022-11-30 23:55:53.425102400
BRU00004930,Toothbrush 2000,2022-05-20 06:40:00.409595200,81,6,DH2 3HF,DH2   3HF,1,Dispatched,2022-05-20 13:50:18.969410800,Delivered,2022-05-21 21:34:31.878296800
BRU00001027,Toothbrush 4000,2021-12-13 00:34:31.672208000,28,5,CH41 5HJ,CH41   5HJ,1,Dispatched,2021-12-13 07:40:17.538590000,Delivered,2021-12-14 08:39:24.836116400
BRU00003056,Toothbrush 4000,2021-09-14 23:36:38.839720000,44,7,CA16 6SH,CA16   6SH,1,Dispatched,2021-09-15 06:56:53.783189200,Delivered,2021-09-16 03:55:22.817359600
BRU00001290,Toothbrush 2000,2021-12-03 23:27:52.248254799,83,4,GL11 5QR,GL11   5QR,1,Dispatched,2021-12-04 05:37:15.591644799,Delivered,2021-12-05 10:08:35.064229599
BRU00001205,Toothbrush 4000,2021-06-21 13:51:24.991684000,22,9,GU17 9LG,GU17   9LG,1,Dispatched,2021-06-21 21:15:58.715746000,Delivered,2021-06-23 00:56:50.306310400
BRU00002140,Toothbrush 4000,2022-03-31 14:59:15.711127199,30,7,IG2 6HX,IG2   6HX,1,Dispatched,2022-03-31 22:48:18.365890799,Delivered,2022-04-02 05:09:19.926757199
BRU00005594,Toothbrush 2000,2022-05-27 10:50:53.639410800,71,6,B42 2PA,B42   2PA,1,Dispatched,2022-05-27 18:18:18.898044000,Delivered,2022-05-28 20:05:58.898568000
BRU00004421,Toothbrush 2000,2021-11-06 22:32:14.424768000,78,3,EH45 8EX,EH45   8EX,1,Dispatched,2021-11-07 05:30:05.979979200,Delivered,2021-11-08 02:52:13.931296800
BRU00000867,Toothbrush 4000,2021-04-21 06:25:13.668777600,15,2,HD8 1FH,HD8   1FH,1,Dispatched,2021-04-21 14:11:45.503276400,Delivered,2021-04-22 13:34:30.812589600
BRU00003053,Toothbrush 4000,2021-04-04 20:51:18.004584000,37,9,HR4 7HW,HR4   7HW,1,Dispatched,2021-04-05 03:17:45.565848000,Delivered,2021-04-06 08:33:06.366500400
BRU00004124,Toothbrush 2000,2021-07-17 03:48:16.199271200,84,9,CT9 3JL,CT9   3JL,1,Dispatched,2021-07-17 10:02:08.535942800,Delivered,2021-07-18 09:45:36.481779200
BRU00004005,Toothbrush 4000,2021-02-13 19:27:46.080228800,33,2,GU12 5EU,GU12   5EU,1,Dispatched,2021-02-14 02:05:17.235702800,Delivered,2021-02-15 07:44:39.626594000
BRU00005659,Toothbrush 4000,2021-07-07 00:43:32.757207200,30,5,EN5 5SN,EN5   5SN,1,Dispatched,2021-07-07 08:08:02.056577600,Delivered,2021-07-08 11:14:43.704027200
BRU00004836,Toothbrush 2000,2021-08-02 11:36:04.345850400,87,8,DT10 2JY,DT10   2JY,1,Dispatched,2021-08-02 18:13:05.484574800,Delivered,2021-08-03 23:38:34.373596800
BRU00001259,Toothbrush 2000,2022-07-13 16:48:29.407951200,72,6,HP10 9RY,HP10   9RY,1,Dispatched,2022-07-13 23:33:00.695060400,Delivered,2022-07-15 02:15:00.069862800
BRU00001063,Toothbrush 2000,2022-09-03 08:18:26.737021600,62,8,CF31 4SE,CF31   4SE,1,Dispatched,2022-09-03 14:48:39.383296000,Delivered,2022-09-04 12:38:26.061181600
BRU00003740,Toothbrush 2000,2021-04-09 07:43:03.483618400,71,7,DN10 5EF,DN10   5EF,1,Dispatched,2021-04-09 15:17:05.006905600,Delivered,2021-04-10 19:55:32.367466000
BRU00000065,Toothbrush 4000,2021-02-25 14:16:37.229749600,8,2,BB4 9EG,BB4   9EG,1,Dispatched,2021-02-25 22:17:30.751313200,Delivered,2021-02-26 16:54:44.005391200
BRU00000677,Toothbrush 4000,2021-02-25 10:33:56.661423200,29,6,EX10 8BX,EX10   8BX,1,Dispatched,2021-02-25 17:09:57.847774400,Delivered,2021-02-26 20:58:37.724956400
BRU00002708,Toothbrush 2000,2021-10-18 16:39:55.355965200,80,9,EX32 8BE,EX32   8BE,1,Dispatched,2021-10-19 00:03:56.205745200,Delivered,2021-10-20 03:45:25.225225200
BRU00002773,Toothbrush 2000,2021-02-14 20:33:39.098336800,81,8,BL3 1TR,BL3   1TR,1,Dispatched,2021-02-15 02:56:40.321154800,Delivered,2021-02-16 07:39:59.965589200
BRU00005495,Toothbrush 2000,2021-09-28 21:03:49.664509200,53,5,GU23 6AZ,GU23   6AZ,1,Dispatched,2021-09-29 04:01:31.428706800,Delivered,2021-09-30 02:33:31.126078800
BRU00001220,Toothbrush 4000,2021-01-16 11:58:54.391259600,10,8,DE11 9BT,DE11   9BT,1,Dispatched,2021-01-16 19:05:04.602087200,Delivered,2021-01-17 17:34:51.855970400
BRU00004716,Toothbrush 2000,2022-04-18 01:43:54.982004000,71,7,CV12 8QZ,CV12   8QZ,1,Dispatched,2022-04-18 08:13:26.382318800,Delivered,2022-04-19 15:40:38.679504800
BRU00004064,Toothbrush 2000,2022-10-13 01:54:14.106552000,64,3,G31 1BQ,G31   1BQ,1,Dispatched,2022-10-13 09:14:54.427310400,Delivered,2022-10-14 14:34:29.972800800
BRU00002341,Toothbrush 2000,2022-02-16 21:24:52.779869600,78,6,CM20 1RP,CM20   1RP,1,Dispatched,2022-02-17 04:42:31.407911599,Delivered,2022-02-18 10:07:50.245697599
BRU00001168,Toothbrush 4000,2022-03-29 09:22:42.420632799,24,9,AB51 0HH,AB51   0HH,1,Dispatched,2022-03-29 15:57:43.037451999,Delivered,2022-03-30 23:54:13.600982799
BRU00000631,Toothbrush 2000,2022-08-09 00:50:38.645687600,71,4,CV47 2RR,CV47   2RR,1,Dispatched,2022-08-09 07:15:00.050409200,Delivered,2022-08-10 10:52:15.691712000
BRU00004810,Toothbrush 2000,2021-08-14 08:07:50.007686000,96,1,CH2 3JA,CH2   3JA,1,Dispatched,2021-08-14 15:54:21.868094000,Delivered,2021-08-15 17:26:24.747351200
BRU00003587,Toothbrush 4000,2021-01-05 18:14:22.317871200,23,5,B98 8LQ,B98   8LQ,1,Dispatched,2021-01-06 00:28:05.726049600,Delivered,2021-01-06 19:59:12.997669200
BRU00003721,Toothbrush 4000,2021-02-18 23:50:56.822127200,16,2,IP2 8RH,IP2   8RH,1,Dispatched,2021-02-19 07:02:05.354514800,Delivered,2021-02-20 10:41:05.111586800
BRU00001312,Toothbrush 2000,2022-02-24 12:57:32.036572800,80,8,DY9 0QS,DY9   0QS,1,Dispatched,2022-02-24 20:01:54.762002400,Delivered,2022-02-26 01:04:26.925909600
BRU00003828,Toothbrush 4000,2022-10-30 07:48:27.344103199,30,3,CA5 7LD,CA5   7LD,1,Dispatched,2022-10-30 13:57:55.956215599,Delivered,2022-10-31 23:40:26.399313199
BRU00005446,Toothbrush 4000,2021-12-16 16:07:38.098203600,21,2,BD15 0HA,BD15   0HA,1,Dispatched,2021-12-16 22:53:08.366672400,Delivered,2021-12-18 00:41:59.776400400
BRU00002966,Toothbrush 2000,2022-03-23 05:41:01.400598000,85,3,CR0 2TG,CR0   2TG,1,Dispatched,2022-03-23 12:02:22.456623600,Delivered,2022-03-24 09:27:08.891187600
BRU00005543,Toothbrush 2000,2021-08-31 03:06:00.578964800,60,9,DD10 8BJ,DD10   8BJ,1,Dispatched,2021-08-31 10:26:39.817649600,Delivered,2021-09-01 18:23:30.222188000
BRU00004671,Toothbrush 4000,2021-04-03 18:52:42.535794400,30,3,B91 3XZ,B91   3XZ,1,Dispatched,2021-04-04 01:48:37.695042400,Delivered,2021-04-05 03:44:02.359075600
BRU00005611,Toothbrush 2000,2022-10-29 18:08:10.808184000,59,8,DA11 8SX,DA11   8SX,1,Dispatched,2022-10-30 02:25:05.878695600,Delivered,2022-10-31 11:01:03.131766000
BRU00003323,Toothbrush 4000,2021-02-06 09:05:32.056490400,44,6,GY1 6AG,GY1   6AG,1,Dispatched,2021-02-06 17:16:06.165804000,Delivered,2021-02-07 22:05:44.178781200
BRU00001782,Toothbrush 4000,2021-01-18 02:14:01.262035999,28,5,CB1 0TS,CB1   0TS,1,Dispatched,2021-01-18 09:28:14.334783199,Delivered,2021-01-19 07:35:08.299971199
BRU00002650,Toothbrush 2000,2021-12-23 15:20:58.851863200,70,3,HD9 1TB,HD9   1TB,1,Dispatched,2021-12-23 23:08:57.520428400,Delivered,2021-12-25 04:14:43.529989600
BRU00001294,Toothbrush 2000,2021-11-03 11:22:16.354909200,63,4,HU9 3PE,HU9   3PE,1,Dispatched,2021-11-03 18:07:34.328622000,Delivered,2021-11-04 16:45:31.006652400
BRU00003692,Toothbrush 4000,2022-05-26 14:34:21.977082800,29,1,CM12 9HS,CM12   9HS,1,Dispatched,2022-05-26 22:18:53.586777200,Delivered,2022-05-28 01:20:14.901752000
BRU00000070,Toothbrush 4000,2022-09-19 21:48:16.403927600,37,1,CF62 9TA,CF62   9TA,1,Dispatched,2022-09-20 05:33:47.170542800,Delivered,2022-09-21 12:18:35.810379200
BRU00001062,Toothbrush 2000,2021-03-26 11:51:48.995193600,75,4,CF37 3NL,CF37   3NL,1,Dispatched,2021-03-26 18:57:23.631336000,Delivered,2021-03-28 00:16:08.448178800
BRU00001750,Toothbrush 4000,2022-10-30 06:59:39.455830400,28,8,BL6 6RT,BL6   6RT,1,Dispatched,2022-10-30 14:25:33.260373200,Delivered,2022-10-31 21:19:37.852583600
BRU00001930,Toothbrush 4000,2021-08-08 06:12:40.668618000,19,9,B71 1JF,B71   1JF,1,Dispatched,2021-08-08 13:33:33.546190800,Delivered,2021-08-09 18:42:34.291848000
BRU00002709,Toothbrush 4000,2021-12-25 02:07:03.513544000,15,8,BS24 7FZ,BS24   7FZ,1,Dispatched,2021-12-25 10:03:11.624584000,Delivered,2021-12-26 09:49:32.177381200
BRU00004496,Toothbrush 2000,2021-08-26 10:15:16.510503600,72,7,G14 0NB,G14   0NB,1,Dispatched,2021-08-26 17:57:51.458990400,Delivered,2021-08-27 21:58:21.189115200
BRU00003643,Toothbrush 2000,2021-11-23 03:42:43.561887200,81,4,DT9 6LW,DT9   6LW,1,Dispatched,2021-11-23 11:36:30.310042400,Delivered,2021-11-24 14:00:23.116590800
BRU00002833,Toothbrush 2000,2021-02-22 19:36:54.333187200,63,9,CT9 3PY,CT9   3PY,1,Dispatched,2021-02-23 02:24:24.339826800,Delivered,2021-02-24 10:51:58.111898400
BRU00002505,Toothbrush 2000,2021-01-27 22:21:11.602981600,74,9,E9 6NP,E9   6NP,1,Dispatched,2021-01-28 04:39:08.149814799,Delivered,2021-01-29 03:30:29.681393199
BRU00002304,Toothbrush 2000,2022-12-05 06:59:44.594034000,66,9,CF34 0PR,CF34   0PR,1,Dispatched,2022-12-05 14:37:42.269545200,Delivered,2022-12-06 21:34:50.968869600
BRU00001454,Toothbrush 2000,2021-12-27 04:38:19.039021600,77,3,CM7 3JU,CM7   3JU,1,Dispatched,2021-12-27 10:53:11.584076800,Delivered,2021-12-28 05:31:58.587331600
BRU00002751,Toothbrush 2000,2022-10-19 18:08:00.202180400,65,3,GU5 0EF,GU5   0EF,1,Dispatched,2022-10-20 00:55:11.236643600,Delivered,2022-10-20 23:03:57.338465600
BRU00005456,Toothbrush 2000,2021-07-30 16:47:40.803306000,68,5,GU3 3DY,GU3   3DY,1,Dispatched,2021-07-31 00:04:28.798255200,Delivered,2021-08-01 10:03:45.242409600
BRU00000228,Toothbrush 2000,2022-02-12 03:44:59.198177200,85,2,HA4 0SN,HA4   0SN,1,Dispatched,2022-02-12 10:18:50.074082800,Delivered,2022-02-13 12:27:56.244601600
BRU00005691,Toothbrush 4000,2022-07-26 08:40:13.834722800,23,4,EH1 2PR,EH1   2PR,1,Dispatched,2022-07-26 15:56:30.140589200,Delivered,2022-07-27 12:39:26.387903600
BRU00005307,Toothbrush 4000,2022-05-21 07:46:46.349277600,22,1,GU46 7TW,GU46   7TW,1,Dispatched,2022-05-21 15:04:42.550179599,Delivered,2022-05-22 14:47:04.597900799
BRU00001879,Toothbrush 2000,2021-04-05 14:24:22.594053600,67,3,BL3 2HY,BL3   2HY,1,Dispatched,2021-04-05 21:43:44.323024800,Delivered,2021-04-07 04:54:57.739698000
BRU00004672,Toothbrush 2000,2022-08-11 20:52:12.148934000,77,4,B32 2HH,B32   2HH,1,Dispatched,2022-08-12 03:08:14.463400400,Delivered,2022-08-13 05:43:43.288354400
BRU00005615,Toothbrush 4000,2022-11-20 22:05:25.978828400,22,2,DA5 1QX,DA5   1QX,1,Dispatched,2022-11-21 05:31:51.893153600,Delivered,2022-11-22 15:01:53.227302800
BRU00002600,Toothbrush 4000,2021-12-17 17:59:54.511225600,22,2,BS16 6QL,BS16   6QL,1,Dispatched,2021-12-18 01:13:30.292530400,Delivered,2021-12-19 06:09:43.800751600
BRU00002123,Toothbrush 4000,2021-08-24 01:32:51.451954000,21,8,DN36 4TW,DN36   4TW,1,Dispatched,2021-08-24 09:18:06.312743200,Delivered,2021-08-25 17:07:35.151307600
BRU00001987,Toothbrush 2000,2022-03-27 14:05:56.739962000,71,6,DG8 9HN,DG8   9HN,1,Dispatched,2022-03-27 21:25:42.435429200,Delivered,2022-03-28 21:48:37.238378000
BRU00003752,Toothbrush 4000,2021-09-29 02:00:35.962280800,24,7,IG1 3BD,IG1   3BD,1,Dispatched,2021-09-29 09:31:30.074798800,Delivered,2021-09-30 09:59:24.618182800
BRU00004831,Toothbrush 2000,2022-02-15 17:12:50.966356799,76,1,BS14 9BJ,BS14   9BJ,1,Dispatched,2022-02-15 23:47:00.114987599,Delivered,2022-02-16 23:23:01.314467999
BRU00005300,Toothbrush 2000,2022-09-22 14:27:21.728496400,75,9,CA3 0FT,CA3   0FT,1,Dispatched,2022-09-22 22:27:49.435781200,Delivered,2022-09-24 03:52:25.405253200
BRU00002501,Toothbrush 4000,2021-04-27 06:33:36.073054400,39,8,CM20 3NG,CM20   3NG,1,Dispatched,2021-04-27 13:36:57.713525600,Delivered,2021-04-28 19:57:25.476868400
BRU00004458,Toothbrush 4000,2021-12-05 17:49:54.619049600,17,4,BH20 7BJ,BH20   7BJ,1,Dispatched,2021-12-06 01:31:03.782222000,Delivered,2021-12-07 09:35:49.338617600
BRU00002988,Toothbrush 2000,2022-06-07 07:58:13.506453600,78,8,IG2 7JA,IG2   7JA,1,Dispatched,2022-06-07 15:14:32.160211200,Delivered,2022-06-08 15:07:01.500691200
BRU00003091,Toothbrush 4000,2022-04-30 01:56:29.626715600,20,4,B45 8AG,B45   8AG,1,Dispatched,2022-04-30 09:03:47.559555200,Delivered,2022-05-01 09:31:21.123536000
BRU00002899,Toothbrush 4000,2022-01-22 20:19:25.401118400,29,2,B44 8BA,B44   8BA,1,Dispatched,2022-01-23 04:10:36.352854800,Delivered,2022-01-24 13:05:52.862679200
BRU00004157,Toothbrush 2000,2022-07-26 23:14:48.641971999,92,9,CM2 7SY,CM2   7SY,1,Dispatched,2022-07-27 05:30:45.549529998,Delivered,2022-07-28 06:57:26.558471598
